image_id,height,width,xmin,ymin,w,h
47,2448,3264,1183.0,55.0,1006.0,1054.0
48,2448,3264,413.0,1120.0,1143.0,922.0
49,3264,2448,31.0,194.0,1700.0,2107.0
50,3264,2448,898.0,1777.0,770.0,197.0
50,3264,2448,170.0,1508.0,86.0,154.0
50,3264,2448,130.0,1348.0,78.0,98.0
51,3264,2448,1050.0,1654.0,410.0,353.0
52,3264,2448,1038.0,1111.0,255.0,637.0
53,3264,2448,1024.0,1397.0,556.0,592.0
54,3264,2448,704.0,1301.0,683.0,591.0
54,3264,2448,1.0,1413.0,814.0,1030.0
54,3264,2448,968.0,2492.0,138.0,126.0
55,3264,2448,940.0,837.0,492.0,711.0
56,3264,2448,1205.0,1905.0,211.0,271.0
56,3264,2448,1776.0,1222.0,38.0,10.0
57,3264,2448,603.0,1908.0,382.0,359.0
57,3264,2448,548.0,1836.0,52.0,52.0
57,3264,2448,368.0,1658.0,56.0,58.0
57,3264,2448,302.0,1634.0,76.0,80.0
57,3264,2448,54.0,1340.0,60.0,62.0
57,3264,2448,1180.0,876.0,74.0,70.0
57,3264,2448,1026.0,1004.0,70.0,70.0
58,3264,2448,421.0,1009.0,1362.0,1946.0
59,3264,2448,257.0,1089.0,1712.0,1781.0
60,3264,2448,749.0,1972.0,444.0,284.0
60,3264,2448,1135.0,1972.0,57.0,91.0
60,3264,2448,1388.0,2610.0,64.0,96.0
61,3264,2448,966.0,1399.0,525.0,485.0
62,3264,2448,942.0,950.0,494.0,504.0
62,3264,2448,1390.0,915.0,278.0,564.0
63,3264,2448,701.0,2191.0,605.0,559.0
63,3264,2448,1070.0,2180.0,306.0,426.0
63,3264,2448,1090.0,411.0,170.0,148.0
63,3264,2448,1905.0,284.0,146.0,151.0
64,3264,2448,871.0,1258.0,841.0,313.0
64,3264,2448,1562.0,1159.0,69.0,96.0
64,3264,2448,2355.0,1425.0,74.0,44.0
64,3264,2448,1338.0,1236.0,74.0,46.0
64,3264,2448,1536.0,1146.0,118.0,32.0
64,3264,2448,1590.0,1214.0,124.0,86.0
64,3264,2448,1676.0,1424.0,34.0,102.0
64,3264,2448,1710.0,1472.0,104.0,40.0
64,3264,2448,1854.0,1278.0,28.0,82.0
65,3264,2448,1246.0,1052.0,407.0,563.0
65,3264,2448,740.0,540.0,122.0,62.0
65,3264,2448,1396.0,1630.0,124.0,86.0
66,3264,2448,1018.0,1125.0,358.0,397.0
66,3264,2448,148.0,816.0,60.0,72.0
67,3264,2448,311.0,1648.0,865.0,853.0
67,3264,2448,1633.0,1055.0,724.0,1196.0
67,3264,2448,1833.0,1055.0,519.0,365.0
67,3264,2448,829.0,2.0,1196.0,1267.0
68,3264,2448,608.0,439.0,931.0,1192.0
68,3264,2448,1118.0,1008.0,386.0,380.0
69,2448,3264,0.0,414.0,2190.0,1601.0
69,2448,3264,2593.0,914.0,582.0,441.0
70,3264,2448,277.0,686.0,1133.0,1198.0
70,3264,2448,1533.0,926.0,618.0,656.0
70,3264,2448,1535.0,926.0,614.0,525.0
71,3264,2448,1278.0,1841.0,602.0,654.0
72,3264,2448,311.0,729.0,1507.0,1739.0
72,3264,2448,665.0,936.0,1057.0,1023.0
73,3264,2448,620.0,1033.0,1749.0,2161.0
73,3264,2448,959.0,583.0,366.0,521.0
73,3264,2448,480.0,541.0,483.0,732.0
74,3264,2448,597.0,1008.0,1218.0,1126.0
75,3264,2448,870.0,673.0,620.0,386.0
75,3264,2448,1447.0,829.0,603.0,661.0
75,3264,2448,657.0,1036.0,835.0,361.0
75,3264,2448,1472.0,1384.0,109.0,44.0
75,3264,2448,0.0,2135.0,440.0,745.0
75,3264,2448,1963.0,405.0,81.0,47.0
75,3264,2448,524.0,1487.0,878.0,1427.0
75,3264,2448,625.0,2233.0,403.0,461.0
75,3264,2448,1904.0,49.0,180.0,148.0
75,3264,2448,2016.0,1783.0,117.0,87.0
75,3264,2448,1065.0,2681.0,58.0,117.0
75,3264,2448,1113.0,411.0,105.0,180.0
75,3264,2448,657.0,1217.0,80.0,160.0
76,3264,2448,571.0,985.0,447.0,814.0
76,3264,2448,1751.0,2342.0,174.0,90.0
76,3264,2448,1998.0,1730.0,85.0,67.0
76,3264,2448,797.0,985.0,96.0,53.0
76,3264,2448,1913.0,2526.0,125.0,95.0
77,3264,2448,657.0,15.0,553.0,583.0
77,3264,2448,850.0,1772.0,424.0,418.0
78,3264,2448,913.0,1077.0,606.0,591.0
79,3264,2448,930.0,615.0,706.0,709.0
80,3264,2448,1040.0,59.0,910.0,2252.0
80,3264,2448,439.0,1055.0,1445.0,1373.0
81,3264,2448,812.0,1171.0,1204.0,825.0
81,3264,2448,955.0,340.0,1040.0,878.0
81,3264,2448,1824.0,720.0,610.0,818.0
81,3264,2448,1177.0,1887.0,52.0,48.0
81,3264,2448,1014.0,1875.0,50.0,46.0
81,3264,2448,1097.0,222.0,106.0,70.0
82,2448,3264,1958.0,128.0,564.0,685.0
82,2448,3264,1322.0,425.0,311.0,215.0
82,2448,3264,734.0,1236.0,1192.0,1153.0
82,2448,3264,2245.0,1878.0,284.0,270.0
82,2448,3264,2493.0,1045.0,260.0,184.0
82,2448,3264,2493.0,1044.0,689.0,1229.0
82,2448,3264,1545.0,1010.0,375.0,455.0
83,3264,2448,848.0,1113.0,1099.0,1418.0
84,3264,2448,1105.0,827.0,756.0,295.0
84,3264,2448,760.0,1661.0,523.0,195.0
84,3264,2448,951.0,2782.0,299.0,422.0
84,3264,2448,1680.0,2500.0,278.0,682.0
84,3264,2448,2030.0,2438.0,417.0,635.0
84,3264,2448,2112.0,2439.0,336.0,229.0
85,3264,2448,2039.0,1606.0,360.0,536.0
85,3264,2448,1909.0,544.0,200.0,268.0
85,3264,2448,2061.0,501.0,189.0,286.0
85,3264,2448,2153.0,413.0,192.0,277.0
85,3264,2448,2223.0,2025.0,101.0,92.0
86,3264,2448,821.0,1683.0,683.0,725.0
86,3264,2448,1296.0,1512.0,84.0,116.0
87,3264,2448,676.0,546.0,212.0,292.0
87,3264,2448,779.0,2933.0,240.0,116.0
88,3264,2448,844.0,2332.0,257.0,296.0
88,3264,2448,434.0,1871.0,187.0,281.0
88,3264,2448,839.0,1845.0,241.0,375.0
89,2448,3264,1523.0,1057.0,564.0,539.0
89,2448,3264,361.0,520.0,698.0,331.0
89,2448,3264,993.0,520.0,65.0,97.0
89,2448,3264,2278.0,759.0,457.0,213.0
89,2448,3264,2981.0,151.0,283.0,294.0
89,2448,3264,2427.0,845.0,413.0,262.0
89,2448,3264,2728.0,797.0,131.0,84.0
89,2448,3264,2803.0,116.0,102.0,113.0
89,2448,3264,474.0,496.0,90.0,44.0
89,2448,3264,898.0,346.0,38.0,18.0
89,2448,3264,248.0,84.0,64.0,28.0
89,2448,3264,700.0,1560.0,58.0,34.0
90,3264,2448,1555.0,799.0,395.0,502.0
90,3264,2448,1591.0,799.0,356.0,319.0
90,3264,2448,2195.0,538.0,70.0,68.0
90,3264,2448,2185.0,1042.0,112.0,268.0
91,3264,2448,831.0,1289.0,348.0,251.0
92,3264,2448,922.0,1748.0,492.0,775.0
93,3264,2448,593.0,1208.0,1311.0,856.0
93,3264,2448,1822.0,1026.0,34.0,44.0
94,3264,2448,728.0,2087.0,192.0,204.0
94,3264,2448,1050.0,1243.0,167.0,119.0
95,3264,2448,654.0,1783.0,126.0,114.0
96,751,1241,649.0,55.0,93.0,88.0
97,3264,2448,489.0,124.0,1761.0,3125.0
97,3264,2448,808.0,2039.0,609.0,716.0
97,3264,2448,1318.0,2098.0,373.0,488.0
98,3264,2448,1.0,1727.0,849.0,1217.0
98,3264,2448,768.0,1254.0,962.0,675.0
98,3264,2448,0.0,702.0,877.0,1401.0
98,3264,2448,200.0,1601.0,2248.0,1663.0
98,3264,2448,1.0,0.0,2447.0,1097.0
98,3264,2448,661.0,97.0,1787.0,1212.0
98,3264,2448,1711.0,1285.0,736.0,958.0
98,3264,2448,0.0,158.0,1532.0,1156.0
98,3264,2448,634.0,71.0,513.0,163.0
98,3264,2448,434.0,84.0,291.0,188.0
99,3264,2448,0.0,0.0,1528.0,1687.0
99,3264,2448,52.0,71.0,758.0,654.0
99,3264,2448,0.0,1093.0,1936.0,1756.0
99,3264,2448,1102.0,861.0,611.0,339.0
99,3264,2448,1505.0,401.0,543.0,567.0
99,3264,2448,1850.0,1007.0,598.0,531.0
99,3264,2448,1694.0,727.0,602.0,538.0
99,3264,2448,2294.0,1152.0,154.0,161.0
99,3264,2448,954.0,1582.0,1492.0,1290.0
99,3264,2448,953.0,2663.0,173.0,211.0
99,3264,2448,0.0,2601.0,868.0,617.0
99,3264,2448,739.0,2488.0,704.0,570.0
99,3264,2448,1447.0,2388.0,1001.0,876.0
100,3264,2448,0.0,1139.0,2394.0,1963.0
100,3264,2448,618.0,1224.0,249.0,242.0
100,3264,2448,984.0,901.0,440.0,633.0
100,3264,2448,1014.0,805.0,447.0,362.0
100,3264,2448,1196.0,549.0,262.0,276.0
100,3264,2448,1479.0,772.0,596.0,328.0
100,3264,2448,335.0,641.0,620.0,511.0
101,4000,1824,1370.0,1291.0,380.0,150.0
102,1824,4000,247.0,101.04761,458.0,397.99998999999997
102,1824,4000,247.0,427.0476,77.0,70.0
102,1824,4000,295.0,75.04761,203.0,127.99998999999998
102,1824,4000,869.0,718.0476,426.0,248.0
102,1824,4000,851.0,751.0476,191.0,186.0
102,1824,4000,2231.0,836.0476,263.0,206.0000000000001
102,1824,4000,2436.9524,873.0476,83.0,106.0
102,1824,4000,2577.0952,423.0476,168.0,139.0
102,1824,4000,3007.0952,874.0476,64.0,65.0
102,1824,4000,2955.0952,868.0476,32.0,12.0
102,1824,4000,1353.7144,1598.0476,56.0,56.0
102,1824,4000,1061.8572,661.0476,57.0,59.0
102,1824,4000,3297.0952,455.0476,63.0,19.0
103,1824,4000,643.0,551.0,116.0,51.0
103,1824,4000,257.0,1386.0,116.0,28.0
103,1824,4000,1224.0,994.0,406.0,200.0
103,1824,4000,1224.0,1159.0,33.0,37.0
103,1824,4000,1217.0,429.0,139.0,59.00000000000006
103,1824,4000,7.0,689.0,102.0,82.0
104,1824,4000,1.0,238.99999999999997,98.0,84.00000000000003
104,1824,4000,516.0,377.0,248.0,178.0
104,1824,4000,665.0,313.0,245.0,191.00000000000006
104,1824,4000,488.0,340.0,138.0,88.0
104,1824,4000,399.0,156.0,78.00000000000006,70.0
104,1824,4000,749.0,607.0,66.0,69.0
104,1824,4000,1130.0,839.0000000000001,100.0,100.99999999999989
104,1824,4000,1619.0000000000002,751.0,87.99999999999977,112.00000000000011
104,1824,4000,2104.0,355.0,299.0,118.0
104,1824,4000,2042.0000000000002,585.0,286.9999999999998,145.0
104,1824,4000,2902.0,234.0,200.0,211.0
104,1824,4000,1228.0,371.0,169.0,149.0
104,1824,4000,1323.0,585.0,97.0,79.0
104,1824,4000,211.0,202.99999999999997,197.0,108.00000000000003
105,4000,1824,549.0,2217.0,149.0,184.0
105,4000,1824,959.0,2301.0,487.0,269.0
105,4000,1824,1334.0,2600.0,87.0,75.0
105,4000,1824,981.0,3636.0,396.0,190.0
105,4000,1824,1657.0,3383.0,121.0,89.0
105,4000,1824,694.0,3091.0,87.0,111.0
105,4000,1824,1589.0,2445.0,234.0,238.0
105,4000,1824,1778.0,3419.0,42.0,148.0
105,4000,1824,1383.0,2242.0,328.0,111.0
105,4000,1824,1344.0,1858.0,88.0,75.0
105,4000,1824,1655.0,2052.0,92.0,81.0
106,4000,1824,121.0,1122.0,74.0,174.0
106,4000,1824,1001.0,1226.0,271.0,178.0
106,4000,1824,1089.0,1551.0,440.0,561.0
106,4000,1824,1139.0,3035.0,569.0,222.0
106,4000,1824,405.00000000000006,3679.0,238.99999999999994,237.00000000000045
106,4000,1824,2.0,3586.0,99.00000000000001,243.0
106,4000,1824,256.0,2220.0,432.0,583.0
106,4000,1824,544.0,750.0,137.0,180.0000000000001
106,4000,1824,918.0,2546.0,71.0,61.0
107,4000,1824,912.0,1235.0,406.0,644.0
107,4000,1824,1144.0,1472.0,335.0,391.0
107,4000,1824,1510.0,730.0,124.0,177.0
107,4000,1824,1757.0,2179.0,62.0,141.0
108,4000,1824,153.0,2621.0,231.0,153.0
108,4000,1824,2.0,146.0,172.0,64.0
109,4000,1824,404.0,1894.0,280.0,594.0
109,4000,1824,509.0,894.0,223.0,278.0
109,4000,1824,1003.0,-1.0,787.0,411.0
110,1824,4000,2257.0,789.0,132.0,112.0
110,1824,4000,3708.0,999.0,287.0,259.0
111,1824,4000,333.0,1068.0,21.0,43.0
111,1824,4000,2859.0,1447.0,80.0,58.0
112,1824,4000,827.0,90.0,157.0,426.0
112,1824,4000,837.0,352.0,243.0,202.0
112,1824,4000,1388.0,936.0,151.0,77.0
112,1824,4000,1589.0,1071.0,171.0,92.0
112,1824,4000,1903.0,738.0,293.0,526.0
112,1824,4000,1937.0,500.0,232.0,253.0
112,1824,4000,2331.0,487.0,217.0,534.0
112,1824,4000,2360.0,426.0,194.0,290.0
112,1824,4000,2585.0,154.0,212.0,722.0
112,1824,4000,2691.0,567.0,261.0,620.0
112,1824,4000,1736.0,498.0,230.0,325.0
112,1824,4000,1408.0,-1.0,369.0,471.0
112,1824,4000,2933.0,553.0,165.0,112.0
112,1824,4000,2934.0,693.0,259.0,101.0
113,4000,1824,1429.5,2413.0,191.0,138.0
114,1824,4000,2207.0,774.0,180.0,61.000000000000114
114,1824,4000,3440.0,1678.9999999999998,134.0,143.00000000000023
115,1824,4000,2335.0,853.0,209.0,68.00000000000011
115,1824,4000,2269.0,898.9999999999999,75.0,79.00000000000023
115,1824,4000,2666.0,1086.0,92.0,45.0
116,4000,1824,1189.0,1508.0,44.0,37.0
116,4000,1824,1252.0,1523.0,48.0,26.0
116,4000,1824,280.0,2546.0,129.0,39.0
116,4000,1824,420.0,2498.0,95.0,95.0
116,4000,1824,888.0,3115.0,92.0,132.0
117,1824,4000,2515.0,1272.0,242.0,260.0
118,1824,4000,2567.0,868.9999999999999,70.0,234.0000000000001
119,1824,4000,2422.0,1176.0,196.0,99.0
120,4000,1824,663.0,2432.0,188.0,306.0
121,4000,1824,394.0,2220.0,122.0,112.0
121,4000,1824,726.0,2346.0,52.0,17.0
121,4000,1824,761.0,2506.0,30.0,45.0
121,4000,1824,448.99999999999994,2372.0,23.000000000000057,35.0
121,4000,1824,1037.0,2632.0,67.0,79.0
121,4000,1824,1016.0,2717.0,36.0,54.0
121,4000,1824,1090.0,2680.0,62.0,21.0
121,4000,1824,1213.0,3182.0,35.0,58.0
121,4000,1824,1378.0,3225.0,30.0,48.000000000000455
121,4000,1824,1230.0,2296.0,60.0,28.0
121,4000,1824,186.0,2176.0,55.0,38.0
122,1824,4000,2062.0,652.0,94.0,243.0
122,1824,4000,2929.0,1257.0,39.0,39.0
122,1824,4000,3569.0,1200.0,56.0,31.0
122,1824,4000,1305.0,1666.0,64.0,22.0
122,1824,4000,1387.0,1225.0,60.0,19.0
122,1824,4000,621.0,1646.0,55.0,23.0
122,1824,4000,3549.0,1144.0,36.0,42.0
123,4000,1824,729.0,1122.0,446.0,348.0
123,4000,1824,786.0,1979.0,78.0,49.0
123,4000,1824,1669.0,2428.0,39.0,58.0
123,4000,1824,389.0,3755.0,182.0,225.0
124,4000,1824,583.0,1544.0,131.0,53.0
125,4000,1824,1294.0,1617.0,239.0,56.0
126,4000,1824,1151.0,2356.0,257.0,191.0
127,1824,4000,1250.0,1299.0,435.0,450.0
127,1824,4000,1689.0,777.0,449.0,439.0
127,1824,4000,262.0,0.0,1653.0,1084.0
128,4000,1824,864.0000000000001,1569.0,107.99999999999989,139.00000000000023
128,4000,1824,949.0000000000001,1697.0,10.999999999999886,22.000000000000227
128,4000,1824,1597.0,1986.0,53.0,22.000000000000227
128,4000,1824,1352.0,1847.0,65.0,76.0
129,4000,1824,401.0,1843.0,87.0,23.0
130,4000,1824,539.5,1928.0,603.0,561.0
130,4000,1824,1070.0,2713.0,57.0,105.0
130,4000,1824,787.0,3020.0,62.0,68.0
130,4000,1824,916.0,3141.0,84.0,45.0
131,4000,1824,869.0,1605.0,346.0,191.0
132,4000,1824,631.0,1508.0,1192.0,647.0
132,4000,1824,482.0,1872.0,41.0,24.0
133,4000,1824,557.4,2351.0,93.0,106.0
134,4000,1824,1014.0,1953.0,68.0,88.0
134,4000,1824,511.0,3605.0,107.0,54.0
134,4000,1824,1471.0,2722.0,74.0,101.0
135,4000,1824,852.0,157.0,122.0,49.99999999999997
135,4000,1824,819.0,1822.0,201.0,94.0
135,4000,1824,980.0000000000001,1949.0000000000002,15.999999999999886,43.99999999999977
135,4000,1824,1182.0,1890.0000000000002,44.0,36.0
135,4000,1824,472.0,2267.0,24.0,52.0
135,4000,1824,655.0,2452.0,55.0,42.0
135,4000,1824,670.0,2474.0,37.0,29.0
135,4000,1824,328.0,2886.0,92.99999999999994,32.0
135,4000,1824,388.0,2822.0,39.0,59.0
135,4000,1824,199.0,3131.0,41.0,76.0
135,4000,1824,614.0,3771.0,81.0,63.000000000000455
135,4000,1824,1233.0,3719.0,57.0,60.0
135,4000,1824,451.0,2269.0,22.0,38.0
135,4000,1824,1034.0,1834.0,29.0,39.0
135,4000,1824,1137.0,1569.0,20.0,24.0
135,4000,1824,1153.0,308.0,26.0,13.0
135,4000,1824,1685.9999999999998,3759.0000000000005,75.00000000000023,143.99999999999955
135,4000,1824,933.0,3137.0,63.0,113.0
135,4000,1824,110.0,2876.0,77.0,99.0
135,4000,1824,373.0,2951.0,116.0,70.0
135,4000,1824,19.0,3046.0,45.0,45.0
136,4000,1824,806.0000000000001,1933.0000000000002,185.9999999999999,93.99999999999977
136,4000,1824,816.0,1969.0000000000002,39.0,28.999999999999773
136,4000,1824,1007.0000000000001,1674.0000000000002,96.99999999999989,93.0
136,4000,1824,1108.0,1867.0000000000002,63.0,32.0
136,4000,1824,868.9999999999999,1930.0,44.000000000000114,32.0
136,4000,1824,898.9999999999999,1933.0000000000002,29.0,27.0
136,4000,1824,944.0,1927.0,33.000000000000114,12.0
136,4000,1824,656.0,2130.0,41.0,33.0
136,4000,1824,694.0,2014.0,20.0,40.0
136,4000,1824,642.0,2033.0000000000002,67.0,55.99999999999977
136,4000,1824,484.0,2025.0,69.0,50.0
136,4000,1824,453.0,2191.0,26.0,44.0
136,4000,1824,526.0,2174.0,37.0,42.0
136,4000,1824,236.0,2428.0,37.0,47.0
136,4000,1824,106.0,2547.0,25.0,43.0
136,4000,1824,290.0,2245.0,56.0,33.0
136,4000,1824,70.0,2225.0,263.0,347.0
137,4000,1824,1276.0,1713.0,188.0,127.0
137,4000,1824,1281.0,2320.0,14.0,24.0
137,4000,1824,1324.0,2390.0,14.0,29.0
137,4000,1824,1357.0,2722.0,33.0,37.0
137,4000,1824,1451.0,3646.0,87.0,29.0
137,4000,1824,1410.0,3462.0,22.0,62.0
137,4000,1824,1426.0,3510.0,30.0,55.0
137,4000,1824,1440.0,3505.0,27.0,54.0
137,4000,1824,1419.0,3577.0,33.0,56.0
137,4000,1824,1461.0,3317.0,49.0,15.0
137,4000,1824,1449.0,3048.0,29.0,45.0
137,4000,1824,1435.0,3115.0,40.0,40.0
137,4000,1824,1386.0,2630.0,40.0,27.0
137,4000,1824,1171.0,559.0,26.0,16.0
137,4000,1824,1405.0,2653.0,85.0,70.0
138,1824,4000,683.0,88.0,83.0,50.0
138,1824,4000,2251.5,1043.0,94.0,141.0
138,1824,4000,968.0,274.0,13.0,23.0
138,1824,4000,2206.0,1089.0,13.0,20.0
138,1824,4000,3032.0,1734.0,48.0,44.0
139,4000,1824,1.0,2093.0,187.0,253.0
139,4000,1824,1.0,1522.0,452.0,616.0
139,4000,1824,930.0,1651.0,290.0,330.0
139,4000,1824,795.0,2756.0,131.0,195.0
140,4000,1824,1032.4762,1712.1428,127.0,117.0
141,1824,4000,1707.4762,942.0476,62.0,73.0
141,1824,4000,1297.2856,616.0476,255.0,277.0
142,4000,1824,1628.9999999999998,1581.0,30.000000000000227,44.0
142,4000,1824,1242.0,2350.0,364.0,434.0
142,4000,1824,703.0,2790.0,168.9999999999999,156.0
142,4000,1824,1447.0,1792.0,151.0,176.0
142,4000,1824,1235.0,1858.0,293.0,190.0
143,4000,1824,745.0,1450.0,550.0,815.0
143,4000,1824,1696.0,2654.0,106.0,79.0
143,4000,1824,1450.0,2536.0,120.0,90.0
144,4000,1824,544.0,315.0,58.0,20.0
144,4000,1824,1021.0,253.0,28.0,87.0
144,4000,1824,1363.0,447.0,29.0,76.0
144,4000,1824,1391.0,525.0,56.0,27.0
144,4000,1824,725.0,1735.0,119.0,142.0
144,4000,1824,382.0,2733.0,246.0,277.0
144,4000,1824,1341.0,3659.0,146.0,162.0
145,4000,1824,568.0,1640.0,248.0,89.0
146,4000,1824,1257.0,2007.0,33.0,28.0
147,4000,1824,750.0,860.0,193.0,147.0
148,4000,1824,736.0,1829.0,163.0,146.0
148,4000,1824,554.0,1441.0,60.0,34.0
148,4000,1824,457.0,1585.0,54.0,23.0
148,4000,1824,1524.0,454.0,22.0,21.0
148,4000,1824,1252.0,883.0,65.0,27.0
149,4000,1824,146.0,1714.0,102.0,113.0
149,4000,1824,1176.0,1912.0,158.0,119.0
149,4000,1824,1109.0,2046.0,66.0,36.0
149,4000,1824,707.0,1541.0,345.0,157.0
149,4000,1824,1304.0,1500.0,68.0,97.0
